time,filtered_pose/dx,filtered_pose/dy,filtered_pose/dz,filtered_pose/p,filtered_pose/pitch,filtered_pose/q,filtered_pose/r,filtered_pose/roll,filtered_pose/timestamp,filtered_pose/vxb,filtered_pose/vyb,filtered_pose/x,filtered_pose/xb,filtered_pose/y,filtered_pose/yaw,filtered_pose/yb,filtered_pose/z,u_control/timestamp,u_control/ux,u_control/uy,u_control/uyaw,u_control/uz
1749762462.427222,,,,,,,,,,,,,,,,,,1749762462.427222013,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.431748,0.332504000,0.090534700,-0.023400700,0.028354900,-0.068895400,0.035348400,-0.021474800,-0.010355600,1749762462.431747913,-0.343676309,-0.025338438,-0.786332000,0.939312227,-0.876506000,-2.949350000,0.710122047,1.532310000,,,,,
1749762462.441749,0.334451000,0.090752700,-0.023851400,0.030255400,-0.068034300,0.038842400,-0.019646000,-0.009795950,1749762462.441749096,-0.345630352,-0.025163146,-0.782724000,0.935627163,-0.875569000,-2.949300000,0.709844875,1.532010000,,,,,
1749762462.451801,0.333186000,0.090139000,-0.024032900,0.031643400,-0.067253600,0.041542900,-0.017878500,-0.009291740,1749762462.451801062,-0.344272871,-0.024781854,-0.779564000,0.932411655,-0.874751000,-2.949240000,0.709589915,1.531740000,,,,,
1749762462.457660,,,,,,,,,,,,,,,,,,1749762462.457659960,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.461589,0.335744000,0.090172500,-0.024679000,0.031350600,-0.066427000,0.044372800,-0.014697200,-0.009017840,1749762462.461589098,-0.346796896,-0.024228625,-0.775860000,0.928801366,-0.873845000,-2.948960000,0.709148677,1.531410000,,,,,
1749762462.465815,,,,,,,,,,,,,,,,,,1749762462.465815067,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.471757,0.337859000,0.090265600,-0.025077400,0.032014800,-0.066018400,0.044130800,-0.013694700,-0.008607840,1749762462.471756935,-0.348890599,-0.023915100,-0.772195000,0.925028793,-0.872929000,-2.948960000,0.708951260,1.531110000,,,,,
1749762462.481761,0.339906000,0.090364700,-0.025454500,0.034307000,-0.065585600,0.044072800,-0.012028100,-0.007954670,1749762462.481760979,-0.350921070,-0.023585390,-0.768519000,0.921316103,-0.872012000,-2.948860000,0.708662839,1.530800000,,,,,
1749762462.488022,,,,,,,,,,,,,,,,,,1749762462.488022089,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.491735,0.341542000,0.090367400,-0.025629300,0.036301900,-0.065460800,0.041898200,-0.011627900,-0.007321780,1749762462.491734982,-0.352525898,-0.023295830,-0.764883000,0.917531762,-0.871108000,-2.948920000,0.708527076,1.530520000,,,,,
1749762462.501840,0.342983000,0.090433300,-0.025820900,0.036085600,-0.065087600,0.041582700,-0.011312300,-0.006990180,1749762462.501840115,-0.353951236,-0.023109360,-0.761258000,0.913749430,-0.870195000,-2.948990000,0.708389059,1.530240000,,,,,
1749762462.511830,0.344406000,0.090520200,-0.026104000,0.033433700,-0.064971100,0.039522800,-0.007967950,-0.007014610,1749762462.511830091,-0.355373015,-0.022790785,-0.757621000,0.910266120,-0.869278000,-2.948620000,0.707848438,1.529940000,,,,,
1749762462.515205,,,,,,,,,,,,,,,,,,1749762462.515204906,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.518288,,,,,,,,,,,,,,,,,,1749762462.518287897,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.521768,0.345577000,0.090589300,-0.026242300,0.031865700,-0.064645600,0.039042800,-0.005926930,-0.006908080,1749762462.521768093,-0.356540502,-0.022555592,-0.754007000,0.906699385,-0.868363000,-2.948400000,0.707444048,1.529660000,,,,,
1749762462.531808,0.346894000,0.090549700,-0.026144100,0.033697900,-0.064602000,0.036655200,-0.006582900,-0.006323220,1749762462.531807899,-0.357822054,-0.022317548,-0.750360000,0.902841340,-0.867463000,-2.948550000,0.707396425,1.529410000,,,,,
1749762462.541787,0.348183000,0.090629200,-0.026348900,0.034678400,-0.064785200,0.032870900,-0.008435450,-0.005843800,1749762462.541786909,-0.359094812,-0.022270375,-0.746704000,0.898836828,-0.866546000,-2.948890000,0.707503492,1.529120000,,,,,
1749762462.549282,,,,,,,,,,,,,,,,,,1749762462.549282074,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.551873,0.349464000,0.090829300,-0.026763000,0.030015800,-0.064766700,0.030736100,-0.007997340,-0.006174400,1749762462.551872969,-0.360389978,-0.022228652,-0.743036000,0.895043320,-0.865610000,-2.948910000,0.707305185,1.528790000,,,,,
1749762462.561572,0.350466000,0.090894300,-0.026821800,0.027487400,-0.064837800,0.028131000,-0.007342890,-0.006241580,1749762462.561572075,-0.361386324,-0.022093346,-0.739396000,0.891309225,-0.864693000,-2.948890000,0.707084362,1.528520000,,,,,
1749762462.565458,,,,,,,,,,,,,,,,,,1749762462.565458059,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.571742,0.351635000,0.090932200,-0.026803500,0.026311400,-0.064743800,0.026841800,-0.003873060,-0.006137560,1749762462.571742058,-0.362550330,-0.021750772,-0.735721000,0.887830895,-0.863778000,-2.948460000,0.706508404,1.528250000,,,,,
1749762462.580420,,,,,,,,,,,,,,,,,,1749762462.580420017,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.581760,0.352402000,0.090970200,-0.026872800,0.025617200,-0.064638200,0.025721300,-0.004208000,-0.005975310,1749762462.581759930,-0.363308415,-0.021673550,-0.732093000,0.884031157,-0.862863000,-2.948550000,0.706386319,1.527970000,,,,,
1749762462.591766,0.353115000,0.091049300,-0.026903000,0.022974900,-0.064628500,0.024017500,-0.004565660,-0.006103000,1749762462.591766119,-0.364021399,-0.021647156,-0.728466000,0.880231278,-0.861942000,-2.948640000,0.706257475,1.527700000,,,,,
1749762462.601647,0.353903000,0.091226600,-0.027012900,0.019700100,-0.064537500,0.022990300,-0.003829400,-0.006349030,1749762462.601646900,-0.364830074,-0.021648171,-0.724820000,0.876515815,-0.861006000,-2.948580000,0.705985403,1.527410000,,,,,
1749762462.610875,,,,,,,,,,,,,,,,,,1749762462.610874891,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.611745,0.354575000,0.091423800,-0.027013200,0.016502800,-0.064347200,0.022718200,-0.001510050,-0.006616540,1749762462.611745119,-0.365533919,-0.021603150,-0.721183000,0.872977541,-0.860065000,-2.948280000,0.705497652,1.527140000,,,,,
1749762462.616036,,,,,,,,,,,,,,,,,,1749762462.616035938,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.621801,0.352021000,0.090786000,-0.026774300,0.013570600,-0.064183600,0.022280000,0.000524278,-0.006877500,1749762462.621800900,-0.362910960,-0.021366267,-0.718009000,0.869902197,-0.859243000,-2.948000000,0.705057178,1.526910000,,,,,
1749762462.631750,0.353464000,0.091084900,-0.026896600,0.015980400,-0.063984500,0.022117000,0.000827083,-0.006391690,1749762462.631750107,-0.364385363,-0.021367395,-0.714279000,0.866087110,-0.858292000,-2.947960000,0.704806899,1.526620000,,,,,
1749762462.641002,,,,,,,,,,,,,,,,,,1749762462.641001940,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.641749,0.354698000,0.091349500,-0.027159000,0.014996000,-0.063672000,0.022745500,0.002782580,-0.006374910,1749762462.641748905,-0.365653618,-0.021279903,-0.710565000,0.862471245,-0.857343000,-2.947660000,0.704331591,1.526320000,,,,,
1749762462.651764,0.352632000,0.090771000,-0.027147100,0.014005500,-0.063394300,0.023091800,0.004461850,-0.006368860,1749762462.651763916,-0.363520545,-0.021012256,-0.707318000,0.859315244,-0.856513000,-2.947390000,0.703910920,1.526050000,,,,,
1749762462.661760,0.353420000,0.091270300,-0.027086800,0.012365400,-0.063298900,0.022158600,0.005983390,-0.006467070,1749762462.661760092,-0.364395628,-0.021255356,-0.703677000,0.855736484,-0.855533000,-2.947130000,0.703429530,1.525780000,,,,,
1749762462.665164,,,,,,,,,,,,,,,,,,1749762462.665163994,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.671276,,,,,,,,,,,,,,,,,,1749762462.671276093,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.671803,0.354338000,0.092018800,-0.026820600,0.014118400,-0.063217900,0.021191200,0.005203400,-0.006088730,1749762462.671802998,-0.365439874,-0.021830626,-0.700010000,0.851906146,-0.854512000,-2.947180000,0.703178979,1.525550000,,,,,
1749762462.681735,0.354828000,0.092672100,-0.026968800,0.012240200,-0.063196600,0.019879500,0.001409600,-0.006220420,1749762462.681735039,-0.366035620,-0.022559976,-0.696395000,0.847811613,-0.853497000,-2.947680000,0.703305477,1.525260000,,,,,
1749762462.691763,0.355723000,0.093233900,-0.027181400,0.007570230,-0.063241100,0.018204500,0.001228760,-0.006776480,1749762462.691762924,-0.367021875,-0.022942451,-0.692717000,0.844001082,-0.852488000,-2.947690000,0.703032578,1.524960000,,,,,
1749762462.701746,0.356347000,0.093783600,-0.027135500,0.003536490,-0.063319100,0.016414600,0.002945590,-0.007286810,1749762462.701745987,-0.367746164,-0.023265998,-0.689069000,0.840409129,-0.851476000,-2.947430000,0.702523993,1.524700000,,,,,
1749762462.702576,,,,,,,,,,,,,,,,,,1749762462.702575922,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.711829,0.356523000,0.094308300,-0.027092000,0.001326340,-0.063487700,0.014124100,0.003445300,-0.007572540,1749762462.711828947,-0.368022468,-0.023710078,-0.685480000,0.836762140,-0.850462000,-2.947330000,0.702137853,1.524430000,,,,,
1749762462.715729,,,,,,,,,,,,,,,,,,1749762462.715728998,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.721756,0.356865000,0.094908700,-0.027104200,0.001136510,-0.063787200,0.011090600,0.001288130,-0.007586860,1749762462.721755981,-0.368467139,-0.024336336,-0.681865000,0.832819759,-0.849432000,-2.947610000,0.702058295,1.524160000,,,,,
1749762462.731824,0.357669000,0.095345200,-0.027357900,-0.001497890,-0.063726900,0.010742100,0.001989320,-0.007958220,1749762462.731823921,-0.369343153,-0.024565342,-0.678180000,0.829092807,-0.848419000,-2.947490000,0.701675160,1.523850000,,,,,
1749762462.733582,,,,,,,,,,,,,,,,,,1749762462.733582020,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.741818,0.358532000,0.095839000,-0.027560800,-0.003926450,-0.063504700,0.011532400,0.002632300,-0.008326030,1749762462.741817951,-0.370287929,-0.024842677,-0.674478000,0.825339765,-0.847394000,-2.947380000,0.701292690,1.523550000,,,,,
1749762462.751838,0.359018000,0.096237800,-0.027728100,-0.007449650,-0.063054900,0.013834500,0.003207890,-0.008877150,1749762462.751837969,-0.370844521,-0.025099392,-0.670822000,0.821633521,-0.846378000,-2.947270000,0.700911001,1.523250000,,,,,
1749762462.761777,0.359468000,0.096810100,-0.027767000,-0.008863870,-0.062958000,0.013549400,0.001149490,-0.009157110,1749762462.761776924,-0.371389902,-0.025670586,-0.667166000,0.817662166,-0.845332000,-2.947530000,0.700803285,1.522960000,,,,,
1749762462.763894,,,,,,,,,,,,,,,,,,1749762462.763894081,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.766054,,,,,,,,,,,,,,,,,,1749762462.766053915,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.771780,0.360187000,0.097299200,-0.027985700,-0.009375980,-0.062885000,0.013119300,0.002409960,-0.009320140,1749762462.771780014,-0.372194663,-0.025941132,-0.663467000,0.813965312,-0.844293000,-2.947340000,0.700342488,1.522660000,,,,,
1749762462.781629,0.360920000,0.097784400,-0.028327100,-0.013003300,-0.062604200,0.014148900,0.003406460,-0.009940890,1749762462.781629086,-0.373011998,-0.026212301,-0.659758000,0.810243538,-0.843249000,-2.947170000,0.699896353,1.522330000,,,,,
1749762462.791782,0.361386000,0.098044000,-0.028726000,-0.015412400,-0.062310300,0.015198100,0.000796286,-0.010420900,1749762462.791781902,-0.373510118,-0.026507709,-0.656082000,0.806195785,-0.842234000,-2.947520000,0.699892891,1.521980000,,,,,
1749762462.794432,,,,,,,,,,,,,,,,,,1749762462.794431925,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.801751,0.361923000,0.098382800,-0.029085700,-0.015126800,-0.062097200,0.015618400,-0.000031494,-0.010533600,1749762462.801750898,-0.374099433,-0.026777736,-0.652390000,0.802297492,-0.841204000,-2.947630000,0.699682511,1.521650000,,,,,
1749762462.811756,0.362528000,0.098708600,-0.029330100,-0.016376900,-0.061850200,0.016243900,0.000296008,-0.010866400,1749762462.811755896,-0.374757235,-0.026962076,-0.648683000,0.798496250,-0.840173000,-2.947580000,0.699345440,1.521320000,,,,,
1749762462.815599,,,,,,,,,,,,,,,,,,1749762462.815598965,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.821743,0.362970000,0.098957700,-0.029565500,-0.018530400,-0.061716900,0.016043000,-0.000180173,-0.011343100,1749762462.821743011,-0.375237069,-0.027147552,-0.644993000,0.794629312,-0.839150000,-2.947650000,0.699108682,1.520990000,,,,,
1749762462.825391,,,,,,,,,,,,,,,,,,1749762462.825391054,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.831601,0.363332000,0.099361600,-0.029843800,-0.021548800,-0.061762900,0.014622600,0.000188574,-0.011966900,1749762462.831600904,-0.375671498,-0.027455329,-0.641311000,0.790849300,-0.838102000,-2.947600000,0.698750417,1.520660000,,,,,
1749762462.841944,0.363708000,0.099704000,-0.029963800,-0.024199600,-0.061510900,0.015350600,-0.000402790,-0.012567500,1749762462.841943979,-0.376104234,-0.027748910,-0.637623000,0.786973340,-0.837058000,-2.947680000,0.698499926,1.520340000,,,,,
1749762462.851737,0.360814000,0.099119500,-0.029803000,-0.026295000,-0.061285000,0.015849000,-0.000914504,-0.013113900,1749762462.851737022,-0.373149621,-0.027762890,-0.634406000,0.783585032,-0.836146000,-2.947760000,0.698287623,1.520060000,,,,,
1749762462.856583,,,,,,,,,,,,,,,,,,1749762462.856583118,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.861827,0.361492000,0.099353500,-0.029896800,-0.025233600,-0.061546400,0.012958400,-0.000949746,-0.013222700,1749762462.861826897,-0.373859719,-0.027865649,-0.630700000,0.779744016,-0.835121000,-2.947770000,0.698003470,1.519750000,,,,,
1749762462.865744,,,,,,,,,,,,,,,,,,1749762462.865744114,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.871827,0.362338000,0.099565500,-0.030107500,-0.025748200,-0.061356500,0.013373900,-0.001705960,-0.013549800,1749762462.871826887,-0.374727360,-0.027955698,-0.626962000,0.775795044,-0.834097000,-2.947890000,0.697811726,1.519420000,,,,,
1749762462.881767,0.362962000,0.099719000,-0.030221100,-0.024931100,-0.060838900,0.016015900,-0.001284200,-0.013688500,1749762462.881767035,-0.375370357,-0.027971196,-0.623248000,0.771982444,-0.833079000,-2.947850000,0.697496807,1.519100000,,,,,
1749762462.886929,,,,,,,,,,,,,,,,,,1749762462.886929035,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.891837,0.363325000,0.099811000,-0.030132900,-0.022585300,-0.060692800,0.015919100,-0.000070130,-0.013597000,1749762462.891836882,-0.375749031,-0.027927708,-0.619565000,0.768292216,-0.832068000,-2.947680000,0.697083221,1.518810000,,,,,
1749762462.901807,0.363801000,0.099819100,-0.030129000,-0.021778700,-0.060683100,0.014890000,-0.000697854,-0.013705700,1749762462.901807070,-0.376214884,-0.027881553,-0.615863000,0.764397407,-0.831069000,-2.947780000,0.696892762,1.518510000,,,,,
1749762462.911822,0.364173000,0.099685600,-0.030203800,-0.018779400,-0.060536300,0.014875500,-0.002332800,-0.013487800,1749762462.911822081,-0.376547553,-0.027769277,-0.612171000,0.760418759,-0.830090000,-2.948020000,0.696825697,1.518200000,,,,,
1749762462.916131,,,,,,,,,,,,,,,,,,1749762462.916131020,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.917296,,,,,,,,,,,,,,,,,,1749762462.917295933,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.921837,0.364504000,0.099681400,-0.030198800,-0.016104800,-0.060033800,0.017310200,-0.002417310,-0.013287000,1749762462.921837091,-0.376870455,-0.027716557,-0.608481000,0.756578217,-0.829094000,-2.948060000,0.696588393,1.517900000,,,,,
1749762462.931571,0.364610000,0.099642000,-0.029974700,-0.014070400,-0.059815900,0.017618700,-0.001978810,-0.013152500,1749762462.931571007,-0.376968005,-0.027642427,-0.604821000,0.752823802,-0.828103000,-2.948020000,0.696289698,1.517630000,,,,,
1749762462.941778,0.364660000,0.099542700,-0.029702700,-0.010902600,-0.059926000,0.015648200,-0.002293080,-0.012832900,1749762462.941777945,-0.376996316,-0.027557984,-0.601167000,0.749007380,-0.827121000,-2.948080000,0.696073886,1.517370000,,,,,
1749762462.947741,,,,,,,,,,,,,,,,,,1749762462.947741032,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.951774,0.364965000,0.099406100,-0.029666500,-0.006583710,-0.059819100,0.015306900,-0.003698720,-0.012314500,1749762462.951773882,-0.377263050,-0.027452051,-0.597476000,0.745037522,-0.826145000,-2.948310000,0.695997286,1.517080000,,,,,
1749762462.961816,0.365301000,0.099268700,-0.029501500,-0.002658380,-0.059557500,0.016054100,-0.004375020,-0.011810100,1749762462.961816072,-0.377562855,-0.027301753,-0.593778000,0.741130841,-0.825171000,-2.948440000,0.695848093,1.516810000,,,,,
1749762462.965950,,,,,,,,,,,,,,,,,,1749762462.965950012,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.971762,0.365226000,0.099053000,-0.029375300,-0.000296979,-0.059147900,0.017768000,-0.005275520,-0.011493600,1749762462.971761942,-0.377442961,-0.027172401,-0.590136000,0.737246880,-0.824210000,-2.948620000,0.695736775,1.516530000,,,,,
1749762462.978270,,,,,,,,,,,,,,,,,,1749762462.978270054,-0.250000000,0.000000000,0.000000000,0.000000000
1749762462.981768,0.365256000,0.098913900,-0.029356400,0.001901660,-0.059171200,0.016385000,-0.005072360,-0.011177100,1749762462.981767893,-0.377445187,-0.027037679,-0.586479000,0.733457634,-0.823239000,-2.948640000,0.695499797,1.516240000,,,,,
1749762462.991779,0.365494000,0.098879500,-0.029275400,0.007143680,-0.059666200,0.011850200,-0.007555310,-0.010396500,1749762462.991779089,-0.377661089,-0.027113122,-0.582792000,0.729365256,-0.822255000,-2.949050000,0.695540166,1.515960000,,,,,
1749762463.001762,0.365605000,0.098674800,-0.029141500,0.010545200,-0.059856900,0.009722030,-0.007786390,-0.009830930,1749762463.001761913,-0.377727907,-0.026932515,-0.579121000,0.725502096,-0.821296000,-2.949160000,0.695381162,1.515680000,,,,,
1749762463.009374,,,,,,,,,,,,,,,,,,1749762463.009373903,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.011762,0.365691000,0.098611900,-0.029037900,0.012439200,-0.059658400,0.010418600,-0.006129770,-0.009450300,1749762463.011761904,-0.377804582,-0.026793880,-0.575453000,0.721825971,-0.820318000,-2.949000000,0.695007226,1.515410000,,,,,
1749762463.015528,,,,,,,,,,,,,,,,,,1749762463.015527964,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.021490,0.365674000,0.098481200,-0.028992600,0.014023600,-0.059639300,0.009833230,-0.004819460,-0.009095740,1749762463.021490097,-0.377766344,-0.026619741,-0.571798000,0.718143772,-0.819351000,-2.948870000,0.694664334,1.515120000,,,,,
1749762463.031756,0.365969000,0.098244500,-0.028996400,0.016391400,-0.060006600,0.006628400,-0.004337840,-0.008611500,1749762463.031755924,-0.378011073,-0.026323361,-0.568098000,0.714344206,-0.818401000,-2.948850000,0.694426303,1.514830000,,,,,
1749762463.040290,,,,,,,,,,,,,,,,,,1749762463.040290117,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.041950,0.362985000,0.097168200,-0.028742900,0.018309400,-0.060354500,0.003777200,-0.003879780,-0.008168930,1749762463.041949987,-0.374876679,-0.025831083,-0.564872000,0.711033606,-0.817575000,-2.948830000,0.694219323,1.514580000,,,,,
1749762463.051775,0.362952000,0.096893500,-0.028696800,0.018336300,-0.060426300,0.003023220,-0.003644220,-0.007981940,1749762463.051774979,-0.374791666,-0.025567793,-0.561247000,0.707297201,-0.816643000,-2.948830000,0.693999030,1.514300000,,,,,
1749762463.061854,0.362779000,0.096555700,-0.028626100,0.016491600,-0.060481300,0.002436230,-0.002160490,-0.008066570,1749762463.061853886,-0.374561699,-0.025201971,-0.557643000,0.703708577,-0.815723000,-2.948650000,0.693659836,1.514020000,,,,,
1749762463.065453,,,,,,,,,,,,,,,,,,1749762463.065453053,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.071204,,,,,,,,,,,,,,,,,,1749762463.071203947,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.071663,0.359416000,0.095406300,-0.028310900,0.014738300,-0.060534400,0.001903180,-0.000848519,-0.008156380,1749762463.071662903,-0.371044904,-0.024655669,-0.554504000,0.700592690,-0.814925000,-2.948480000,0.693359449,1.513780000,,,,,
1749762463.081880,0.360184000,0.095235000,-0.028365100,0.015043500,-0.061256500,-0.003198080,-0.002503060,-0.007964650,1749762463.081880093,-0.371759657,-0.024433104,-0.550798000,0.696603786,-0.813995000,-2.948730000,0.693332144,1.513490000,,,,,
1749762463.091931,0.360504000,0.095014600,-0.028325400,0.015849600,-0.061855700,-0.007102100,-0.003603810,-0.007697110,1749762463.091931105,-0.372026884,-0.024226141,-0.547150000,0.692715379,-0.813075000,-2.948920000,0.693260039,1.513210000,,,,,
1749762463.101878,0.357589000,0.093981100,-0.028040000,0.016411500,-0.062411800,-0.010441000,-0.004531030,-0.007456970,1749762463.101877928,-0.368963879,-0.023832662,-0.543968000,0.689321238,-0.812275000,-2.949090000,0.693201335,1.512970000,,,,,
1749762463.102171,,,,,,,,,,,,,,,,,,1749762463.102170944,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.111757,0.358897000,0.093977700,-0.028449100,0.015849900,-0.063160500,-0.014876100,-0.004321120,-0.007374460,1749762463.111757040,-0.370246832,-0.023582786,-0.540202000,0.685438226,-0.811336000,-2.949100000,0.693007030,1.512630000,,,,,
1749762463.115342,,,,,,,,,,,,,,,,,,1749762463.115341902,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.121763,0.359753000,0.093862600,-0.028625600,0.016198400,-0.063984800,-0.019525600,-0.004677190,-0.007165320,1749762463.121762991,-0.371062671,-0.023343160,-0.536489000,0.681547944,-0.810413000,-2.949200000,0.692879555,1.512320000,,,,,
1749762463.131776,0.357313000,0.092931100,-0.028525900,0.016358700,-0.064743500,-0.023404000,-0.004946020,-0.006980050,1749762463.131776094,-0.368487747,-0.022924873,-0.533246000,0.678155628,-0.809609000,-2.949280000,0.692764731,1.512050000,,,,,
1749762463.132649,,,,,,,,,,,,,,,,,,1749762463.132648945,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.141768,0.358675000,0.093048300,-0.029027600,0.016112700,-0.065413800,-0.026406900,-0.005142470,-0.006852200,1749762463.141767979,-0.369845215,-0.022809182,-0.529475000,0.674217932,-0.808663000,-2.949360000,0.692610860,1.511690000,,,,,
1749762463.151734,0.359744000,0.093098600,-0.029461700,0.015275900,-0.066238500,-0.030265900,-0.003674600,-0.006812640,1749762463.151734114,-0.370907754,-0.022594977,-0.525733000,0.670476430,-0.807725000,-2.949200000,0.692297783,1.511340000,,,,,
1749762463.161604,0.357489000,0.092318000,-0.029579000,0.014411500,-0.066990700,-0.033360400,-0.002363040,-0.006785470,1749762463.161603928,-0.368548660,-0.022200986,-0.522463000,0.667221277,-0.806908000,-2.949040000,0.692014360,1.511030000,,,,,
1749762463.162675,,,,,,,,,,,,,,,,,,1749762463.162674904,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.165810,,,,,,,,,,,,,,,,,,1749762463.165810108,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.171734,0.358964000,0.092304300,-0.030133200,0.014019000,-0.067347500,-0.033519900,-0.002195770,-0.006698370,1749762463.171734095,-0.369993778,-0.021905276,-0.518674000,0.663326054,-0.805987000,-2.949040000,0.691835463,1.510650000,,,,,
1749762463.181785,0.360148000,0.092373100,-0.030618700,0.014660700,-0.067947800,-0.035344900,-0.001547270,-0.006464960,1749762463.181785107,-0.371170584,-0.021720246,-0.514912000,0.659503450,-0.805054000,-2.948970000,0.691593458,1.510280000,,,,,
1749762463.191606,0.357991000,0.091615000,-0.030770600,0.015090000,-0.068486800,-0.036622100,-0.000968496,-0.006255980,1749762463.191606045,-0.368909847,-0.021363266,-0.511624000,0.656168830,-0.804240000,-2.948900000,0.691378016,1.509950000,,,,,
1749762463.193097,,,,,,,,,,,,,,,,,,1749762463.193097115,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.201763,0.359653000,0.091887700,-0.031338900,0.015789000,-0.068878400,-0.036796500,-0.001183400,-0.006003530,1749762463.201762915,-0.370592457,-0.021327465,-0.507803000,0.652207825,-0.803284000,-2.948940000,0.691197529,1.509560000,,,,,
1749762463.211749,0.361061000,0.091873300,-0.031890100,0.016114600,-0.069281800,-0.037040200,-0.001026790,-0.005798330,1749762463.211749077,-0.371971862,-0.021040032,-0.504001000,0.648307502,-0.802367000,-2.948930000,0.691018954,1.509170000,,,,,
1749762463.215238,,,,,,,,,,,,,,,,,,1749762463.215238094,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.221813,0.359091000,0.091047100,-0.032087900,0.016255700,-0.069635400,-0.036924400,-0.000881236,-0.005616700,1749762463.221812963,-0.369880322,-0.020602621,-0.500677000,0.644899116,-0.801569000,-2.948920000,0.690865725,1.508820000,,,,,
1749762463.223519,,,,,,,,,,,,,,,,,,1749762463.223519087,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.231771,0.360667000,0.091217000,-0.032599600,0.017231900,-0.070234100,-0.038503900,-0.002382770,-0.005312320,1749762463.231770992,-0.371454975,-0.020553036,-0.496857000,0.640811892,-0.800634000,-2.949150000,0.690826896,1.508420000,,,,,
1749762463.241819,0.362461000,0.091412900,-0.033032500,0.019071000,-0.070653200,-0.038738400,-0.003721090,-0.004872810,1749762463.241818905,-0.373248828,-0.020484319,-0.492990000,0.636684347,-0.799693000,-2.949370000,0.690782945,1.508030000,,,,,
1749762463.251848,0.363657000,0.091462100,-0.033363300,0.017727800,-0.070811600,-0.037162500,-0.002562460,-0.004877240,1749762463.251847982,-0.374434836,-0.020255452,-0.489191000,0.632869141,-0.798772000,-2.949240000,0.690522406,1.507660000,,,,,
1749762463.254574,,,,,,,,,,,,,,,,,,1749762463.254574060,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.261858,0.364748000,0.091650200,-0.033719400,0.016691200,-0.071164900,-0.037036200,-0.000984580,-0.004850560,1749762463.261857986,-0.375545914,-0.020152653,-0.485396000,0.629109005,-0.797830000,-2.949030000,0.690191166,1.507270000,,,,,
1749762463.265756,,,,,,,,,,,,,,,,,,1749762463.265755892,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.271781,0.365987000,0.091706700,-0.034114900,0.017449400,-0.071445900,-0.036421000,0.000261692,-0.004573500,1749762463.271780968,-0.376776216,-0.019906944,-0.481569000,0.625293011,-0.796905000,-2.948860000,0.689909365,1.506880000,,,,,
1749762463.281778,0.367056000,0.091737300,-0.034274300,0.018867100,-0.071691200,-0.035602600,-0.000863253,-0.004193030,1749762463.281778097,-0.377828122,-0.019792672,-0.477754000,0.621261681,-0.795983000,-2.949020000,0.689834578,1.506510000,,,,,
1749762463.284688,,,,,,,,,,,,,,,,,,1749762463.284687996,-0.250000000,0.000000000,0.000000000,0.000000000
1749762463.291783,0.367912000,0.091866900,-0.034401900,0.019087700,-0.071740300,-0.033489900,-0.000623969,-0.003972310,1749762463.291783094,-0.378693497,-0.019748478,-0.473959000,0.617371487,-0.795047000,-2.949000000,0.689629837,1.506150000,,,,,
