time,filtered_pose/dx,filtered_pose/dy,filtered_pose/dz,filtered_pose/p,filtered_pose/pitch,filtered_pose/q,filtered_pose/r,filtered_pose/roll,filtered_pose/timestamp,filtered_pose/vxb,filtered_pose/vyb,filtered_pose/x,filtered_pose/xb,filtered_pose/y,filtered_pose/yaw,filtered_pose/yb,filtered_pose/z,u_control/timestamp,u_control/ux,u_control/uy,u_control/uyaw,u_control/uz
1749760806.744575,-0.026076600,-0.001856550,-0.034819500,0.002818920,-0.012478200,0.017539200,0.005177460,0.013515100,1749760806.744575024,-0.026072532,-0.001912834,-0.602569000,-0.601264235,-0.603811000,-0.002158560,-0.605110274,1.220850000,,,,,
1749760806.754496,-0.026619500,-0.002426820,-0.033989100,0.002918410,-0.011563600,0.022627400,0.005412580,0.013557800,1749760806.754496098,-0.026614413,-0.002481987,-0.602908000,-0.601655024,-0.603913000,-0.002072620,-0.605161301,1.220620000,,,,,
1749760806.764284,-0.027231900,-0.003024700,-0.033184500,0.003661720,-0.010682800,0.027132300,0.005373300,0.013695000,1749760806.764283895,-0.027225722,-0.003079817,-0.603264000,-0.602040100,-0.604024000,-0.002024200,-0.605243889,1.220400000,,,,,
1749760806.774539,-0.027773600,-0.003608710,-0.032311100,0.005294490,-0.009953990,0.030281200,0.005848140,0.013968800,1749760806.774538994,-0.027766688,-0.003661514,-0.603615000,-0.602465151,-0.604139000,-0.001901480,-0.605285669,1.220200000,,,,,
1749760806.784449,-0.028284900,-0.004073900,-0.031423000,0.006865930,-0.009331110,0.032484300,0.006356250,0.014250000,1749760806.784449100,-0.028277648,-0.004123935,-0.603967000,-0.602897041,-0.604243000,-0.001769180,-0.605310580,1.220000000,,,,,
1749760806.794688,-0.028779200,-0.004514900,-0.030466300,0.008722990,-0.008930750,0.033004100,0.007774010,0.014588500,1749760806.794687986,-0.028772397,-0.004558054,-0.604321000,-0.603414012,-0.604347000,-0.001499650,-0.605252590,1.219830000,,,,,
1749760806.804666,-0.029300000,-0.004910700,-0.029404100,0.010016700,-0.008654960,0.032630700,0.009598990,0.014863700,1749760806.804666042,-0.029294300,-0.004944590,-0.604685000,-0.603985386,-0.604450000,-0.001156770,-0.605149077,1.219680000,,,,,
1749760806.814277,-0.029828400,-0.005304620,-0.028237300,0.010803500,-0.008470930,0.031651300,0.010983000,0.015078100,1749760806.814276934,-0.029823829,-0.005330262,-0.605054000,-0.604534038,-0.604556000,-0.000859703,-0.605075943,1.219550000,,,,,
1749760806.824556,-0.030378900,-0.005746410,-0.027111000,0.010658400,-0.007999330,0.032718900,0.011023700,0.015165100,1749760806.824556112,-0.030374616,-0.005769009,-0.605433000,-0.604982979,-0.604674000,-0.000743960,-0.605124251,1.219430000,,,,,
1749760806.834602,-0.030896000,-0.006279990,-0.026037900,0.011357200,-0.007367650,0.034814700,0.009546380,0.015373200,1749760806.834602118,-0.030890661,-0.006306199,-0.605812000,-0.605298689,-0.604809000,-0.000848356,-0.605322727,1.219320000,,,,,
1749760806.844725,-0.031429000,-0.006812040,-0.024886300,0.011301000,-0.006725080,0.036841300,0.006148580,0.015478600,1749760806.844724894,-0.031420484,-0.006851212,-0.606198000,-0.605443442,-0.604949000,-0.001246530,-0.605704174,1.219220000,,,,,
1749760806.854429,-0.031928700,-0.007326620,-0.023731600,0.010473500,-0.006102440,0.038591200,0.003078850,0.015471400,1749760806.854429007,-0.031916708,-0.007378687,-0.606585000,-0.605597276,-0.605092000,-0.001631020,-0.606080547,1.219140000,,,,,
1749760806.864265,-0.032419700,-0.007912290,-0.022457600,0.009807910,-0.005457180,0.040376300,0.001245120,0.015479400,1749760806.864264965,-0.032404874,-0.007972792,-0.606976000,-0.605845159,-0.605250000,-0.001866640,-0.606381951,1.219090000,,,,,
1749760806.874447,-0.032668500,-0.008496790,-0.021173100,0.009224850,-0.004957310,0.041037800,-0.000535585,0.015492800,1749760806.874447107,-0.032650474,-0.008565796,-0.607336000,-0.606055472,-0.605414000,-0.002112890,-0.606695882,1.219050000,,,,,
1749760806.884514,-0.032877800,-0.009048340,-0.019769500,0.008316830,-0.004778800,0.039441800,-0.001148220,0.015453100,1749760806.884514093,-0.032857748,-0.009120888,-0.607693000,-0.606354850,-0.605579000,-0.002207260,-0.606918860,1.219050000,,,,,
1749760806.894485,-0.033111400,-0.009623470,-0.018288000,0.007077720,-0.004884080,0.036002300,-0.001719640,0.015356300,1749760806.894484997,-0.033089161,-0.009699659,-0.608056000,-0.606660099,-0.605753000,-0.002301750,-0.607150987,1.219060000,,,,,
1749760806.904431,-0.033378600,-0.010149700,-0.016737200,0.005447290,-0.005065560,0.032275100,-0.001912630,0.015190200,1749760806.904431105,-0.033354687,-0.010228011,-0.608426000,-0.607002223,-0.605926000,-0.002346990,-0.607352300,1.219110000,,,,,
1749760806.914606,-0.033633000,-0.010675000,-0.015286300,0.003420770,-0.005650860,0.026024800,-0.001577000,0.014950200,1749760806.914606094,-0.033608172,-0.010752911,-0.608796000,-0.607389812,-0.606104000,-0.002317350,-0.607513165,1.219150000,,,,,
1749760806.924598,-0.033726400,-0.011282400,-0.013787800,0.000116143,-0.006356380,0.019377300,-0.001299840,0.014504400,1749760806.924597979,-0.033700442,-0.011359700,-0.609146000,-0.607754241,-0.606299000,-0.002292860,-0.607694092,1.219210000,,,,,
1749760806.934704,-0.033640500,-0.011899400,-0.012225900,-0.004628070,-0.007069720,0.013133400,-0.001019500,0.013816300,1749760806.934704065,-0.033613460,-0.011975570,-0.609471000,-0.608095634,-0.606501000,-0.002265130,-0.607879974,1.219300000,,,,,
1749760806.944615,-0.033577800,-0.012507100,-0.010730800,-0.011198600,-0.007853790,0.006832590,-0.000460230,0.012815400,1749760806.944614887,-0.033550278,-0.012580742,-0.609798000,-0.608465373,-0.606708000,-0.002194070,-0.608044478,1.219400000,,,,,
1749760806.954744,-0.033552300,-0.013159000,-0.009397800,-0.018317300,-0.008599880,0.001226810,-0.000096450,0.011669200,1749760806.954744101,-0.033523986,-0.013230967,-0.610130000,-0.608826238,-0.606928000,-0.002145820,-0.608235831,1.219480000,,,,,
1749760806.964290,-0.033483500,-0.013824600,-0.008115330,-0.023789800,-0.009272220,-0.003485440,0.000516176,0.010691000,1749760806.964289904,-0.033454981,-0.013893472,-0.610456000,-0.609205315,-0.607156000,-0.002057780,-0.608410898,1.219580000,,,,,
1749760806.974840,-0.033509300,-0.014468400,-0.006903290,-0.028060700,-0.009965260,-0.008015840,0.002011960,0.009832580,1749760806.974839926,-0.033482690,-0.014529876,-0.610795000,-0.609679227,-0.607388000,-0.001835310,-0.608507975,1.219670000,,,,,
1749760806.984535,-0.033642800,-0.014978700,-0.005827530,-0.032041900,-0.010537200,-0.011400900,0.002000750,0.008973590,1749760806.984534979,-0.033615531,-0.015039798,-0.611149000,-0.610044079,-0.607607000,-0.001816820,-0.608716344,1.219760000,,,,,
1749760806.994638,-0.033921300,-0.015412700,-0.004803320,-0.035119500,-0.010831600,-0.012642500,0.001824740,0.008206050,1749760806.994637966,-0.033893156,-0.015474492,-0.611526000,-0.610417306,-0.607820000,-0.001822380,-0.608933423,1.219850000,,,,,
1749760807.004518,-0.034172700,-0.015839700,-0.003837300,-0.037176900,-0.010901800,-0.012255300,0.001531860,0.007555950,1749760807.004518032,-0.034143391,-0.015902779,-0.611902000,-0.610778103,-0.608036000,-0.001846690,-0.609164956,1.219940000,,,,,
1749760807.014287,-0.034336300,-0.016247800,-0.002935620,-0.037647100,-0.010801200,-0.010719500,0.000069255,0.007115860,1749760807.014286995,-0.034303020,-0.016317945,-0.612267000,-0.611022536,-0.608254000,-0.002043860,-0.609504117,1.220030000,,,,,
1749760807.024468,-0.034440500,-0.016605100,-0.002186650,-0.038501800,-0.010904200,-0.010691000,-0.000873167,0.006615220,1749760807.024467945,-0.034404218,-0.016680144,-0.612626000,-0.611298036,-0.608468000,-0.002180080,-0.609802127,1.220110000,,,,,
1749760807.034498,-0.034518600,-0.017026300,-0.001498420,-0.037741500,-0.011009800,-0.010681500,-0.000727806,0.006340660,1749760807.034497976,-0.034481611,-0.017101086,-0.612981000,-0.611660093,-0.608695000,-0.002167700,-0.610022328,1.220190000,,,,,
1749760807.044439,-0.034503300,-0.017437000,-0.000903936,-0.036573500,-0.010995300,-0.009846930,-0.001058400,0.006132940,1749760807.044439077,-0.034464452,-0.017513658,-0.613324000,-0.611968845,-0.608925000,-0.002223000,-0.610286914,1.220260000,,,,,
1749760807.054429,-0.034561600,-0.017829800,-0.000378250,-0.035545000,-0.010705700,-0.007175270,-0.001350480,0.005916620,1749760807.054429054,-0.034520930,-0.017908417,-0.613678000,-0.612289958,-0.609157000,-0.002276020,-0.610552164,1.220330000,,,,,
1749760807.064421,-0.034661300,-0.018277400,0.000119363,-0.034224000,-0.010321500,-0.004037390,-0.002002670,0.005753090,1749760807.064420938,-0.034617623,-0.018359990,-0.614038000,-0.612583276,-0.609400000,-0.002384280,-0.610862305,1.220400000,,,,,
1749760807.074248,-0.034804300,-0.018719700,0.000537224,-0.032587100,-0.009851030,-0.000520851,-0.003294730,0.005648670,1749760807.074248075,-0.034755661,-0.018809850,-0.614405000,-0.612822721,-0.609647000,-0.002592020,-0.611237500,1.220460000,,,,,
1749760807.084513,-0.034980100,-0.019105600,0.000775800,-0.030154500,-0.009345710,0.002993220,-0.005272660,0.005676210,1749760807.084512949,-0.034924310,-0.019207392,-0.614779000,-0.613000201,-0.609890000,-0.002912320,-0.611677844,1.220500000,,,,,
1749760807.094597,-0.035164000,-0.019523500,0.000999720,-0.027405100,-0.008699930,0.007232210,-0.006011330,0.005774090,1749760807.094597101,-0.035103851,-0.019631444,-0.615155000,-0.613277524,-0.610142000,-0.003072360,-0.612029095,1.220540000,,,,,
1749760807.104494,-0.035365100,-0.019954300,0.001142270,-0.024864400,-0.008131270,0.010648600,-0.005949970,0.005869170,1749760807.104494095,-0.035302599,-0.020064667,-0.615536000,-0.613626379,-0.610400000,-0.003123560,-0.612319683,1.220570000,,,,,
1749760807.114475,-0.035469800,-0.020292600,0.001229450,-0.022924600,-0.007418310,0.014823000,-0.004147370,0.005902340,1749760807.114475012,-0.035410370,-0.020396127,-0.615905000,-0.614118559,-0.610649000,-0.002921180,-0.612445561,1.220600000,,,,,
1749760807.124417,-0.035504600,-0.020623600,0.001253880,-0.021596000,-0.006712780,0.018659000,-0.001768730,0.005866110,1749760807.124417067,-0.035450505,-0.020716448,-0.616265000,-0.614664117,-0.610900000,-0.002617080,-0.612510721,1.220610000,,,,,
1749760807.134549,-0.035671400,-0.020930500,0.001150370,-0.020075900,-0.006072470,0.021782100,0.000628935,0.005871000,1749760807.134548903,-0.035623451,-0.021012005,-0.616644000,-0.615245035,-0.611151000,-0.002286430,-0.612559315,1.220610000,,,,,
1749760807.144403,-0.035698900,-0.021111800,0.001098870,-0.017019400,-0.005608400,0.023477000,0.002339540,0.006114290,1749760807.144402981,-0.035655935,-0.021184283,-0.617005000,-0.615761623,-0.611386000,-0.002031620,-0.612638257,1.220610000,,,,,
1749760807.154404,-0.035490800,-0.021203200,0.001039190,-0.013539000,-0.005342880,0.023688700,0.003550620,0.006449740,1749760807.154403925,-0.035451890,-0.021268193,-0.617332000,-0.616210328,-0.611611000,-0.001832270,-0.612741092,1.220620000,,,,,
1749760807.164227,-0.035161400,-0.021276400,0.000908953,-0.010905700,-0.005118650,0.023601500,0.005128170,0.006696920,1749760807.164227009,-0.035128004,-0.021331492,-0.617639000,-0.616679144,-0.611833000,-0.001567580,-0.612800446,1.220610000,,,,,
1749760807.175001,-0.034753600,-0.021314800,0.000798925,-0.008314580,-0.004833830,0.023937500,0.006697760,0.006964310,1749760807.175000906,-0.034726112,-0.021359554,-0.617931000,-0.617142005,-0.612052000,-0.001288260,-0.612847548,1.220600000,,,,,
1749760807.184475,-0.034436300,-0.021432100,0.000642984,-0.007105460,-0.004472800,0.024774800,0.007151860,0.007056820,1749760807.184474945,-0.034411516,-0.021471870,-0.618233000,-0.617525212,-0.612282000,-0.001155310,-0.612995842,1.220590000,,,,,
1749760807.194656,-0.034281600,-0.021607400,0.000397534,-0.005471460,-0.004082200,0.025758100,0.006074850,0.007223160,1749760807.194655895,-0.034254775,-0.021649902,-0.618554000,-0.617793832,-0.612522000,-0.001240270,-0.613288703,1.220560000,,,,,
1749760807.204520,-0.034198300,-0.021815500,0.000033616,-0.004262370,-0.003611330,0.027226300,0.004519030,0.007344100,1749760807.204519987,-0.034167603,-0.021863546,-0.618885000,-0.618023113,-0.612768000,-0.001405550,-0.613637268,1.220510000,,,,,
1749760807.214263,-0.034244300,-0.022009200,-0.000466938,-0.003110410,-0.002858380,0.030534900,0.003068240,0.007468840,1749760807.214262962,-0.034209678,-0.022062975,-0.619234000,-0.618270111,-0.613014000,-0.001571130,-0.613986140,1.220440000,,,,,
1749760807.224432,-0.034360800,-0.022223300,-0.000975705,-0.001537280,-0.002211400,0.032886400,0.001657460,0.007666280,1749760807.224431992,-0.034321959,-0.022283240,-0.619593000,-0.618521658,-0.613265000,-0.001745410,-0.614345509,1.220360000,,,,,
1749760807.234680,-0.034636900,-0.022484200,-0.001523120,0.000710996,-0.001677430,0.034298100,0.000532949,0.007977540,1749760807.234679937,-0.034594293,-0.022549700,-0.619977000,-0.618814973,-0.613525000,-0.001892210,-0.614697028,1.220270000,,,,,
1749760807.244476,-0.035075400,-0.022603800,-0.002098520,0.003736040,-0.001316590,0.034421100,-0.001138200,0.008424140,1749760807.244476080,-0.035027182,-0.022678448,-0.620387000,-0.619078471,-0.613768000,-0.002129670,-0.615087827,1.220170000,,,,,
1749760807.254181,-0.035525400,-0.022641100,-0.002608230,0.006873820,-0.001014390,0.034131900,-0.001653350,0.008917360,1749760807.254180908,-0.035475143,-0.022719765,-0.620803000,-0.619440923,-0.613999000,-0.002215890,-0.615373123,1.220070000,,,,,
1749760807.264447,-0.035964900,-0.022658500,-0.003044360,0.008153360,-0.000531988,0.035103000,-0.001693070,0.009171990,1749760807.264446974,-0.035914096,-0.022738939,-0.621222000,-0.619845686,-0.614228000,-0.002238190,-0.615616873,1.219980000,,,,,
1749760807.274298,-0.036132300,-0.022701100,-0.003418000,0.008262890,-0.000162058,0.035233100,-0.001645440,0.009269440,1749760807.274297953,-0.036081172,-0.022782275,-0.621606000,-0.620222999,-0.614461000,-0.002248200,-0.615856941,1.219900000,,,,,
1749760807.284440,-0.036077500,-0.022726300,-0.003769580,0.007753530,0.000303766,0.036014300,-0.001093940,0.009278070,1749760807.284440041,-0.036027767,-0.022805058,-0.621960000,-0.620615698,-0.614692000,-0.002184540,-0.616049229,1.219810000,,,,,
1749760807.294388,-0.035997800,-0.022875000,-0.004195820,0.005973910,0.000911039,0.037715300,-0.000781523,0.009097060,1749760807.294388056,-0.035948534,-0.022952346,-0.622309000,-0.620985386,-0.614940000,-0.002150090,-0.616276598,1.219710000,,,,,
1749760807.304221,-0.035663000,-0.023048000,-0.004532180,0.005338300,0.001523480,0.039334900,-0.000067091,0.009064450,1749760807.304220915,-0.035615582,-0.023121207,-0.622620000,-0.621355011,-0.615194000,-0.002054110,-0.616471631,1.219620000,,,,,
1749760807.314502,-0.035217100,-0.023186600,-0.004902200,0.004256960,0.002109690,0.040662400,0.000765019,0.008960740,1749760807.314502001,-0.035172194,-0.023254663,-0.622912000,-0.621720633,-0.615445000,-0.001933890,-0.616648492,1.219520000,,,,,
1749760807.324441,-0.034716300,-0.023334500,-0.005231140,0.002210200,0.002317450,0.039293500,0.001468230,0.008705950,1749760807.324440956,-0.034673679,-0.023397786,-0.623191000,-0.622066888,-0.615698000,-0.001824070,-0.616833719,1.219430000,,,,,
1749760807.334601,-0.034332500,-0.023478300,-0.005516820,-0.000623065,0.002665860,0.038987100,0.002761360,0.008316430,1749760807.334600925,-0.034294384,-0.023533940,-0.623483000,-0.622483402,-0.615952000,-0.001621520,-0.616962180,1.219330000,,,,,
1749760807.344473,-0.034077600,-0.023689400,-0.005801460,-0.003827820,0.003228720,0.040177800,0.004430520,0.007844610,1749760807.344472885,-0.034045555,-0.023735431,-0.623789000,-0.622955667,-0.616218000,-0.001351410,-0.617060432,1.219240000,,,,,
1749760807.354276,-0.033848600,-0.023976500,-0.006020060,-0.007601500,0.003669070,0.040443300,0.006172130,0.007258080,1749760807.354275942,-0.033823308,-0.024012166,-0.624097000,-0.623446816,-0.616497000,-0.001054080,-0.617154506,1.219150000,,,,,
1749760807.364497,-0.033646600,-0.024389200,-0.006396970,-0.011374800,0.004255340,0.041694900,0.007273800,0.006633860,1749760807.364496946,-0.033626289,-0.024417196,-0.624406000,-0.623892420,-0.616796000,-0.000832307,-0.617315484,1.219030000,,,,,
1749760807.374494,-0.033314500,-0.024743900,-0.006738830,-0.014780400,0.004696860,0.041864000,0.007967470,0.006025350,1749760807.374494076,-0.033298192,-0.024765842,-0.624694000,-0.624287330,-0.617092000,-0.000658791,-0.617503409,1.218920000,,,,,
1749760807.384486,-0.032884800,-0.025052000,-0.007037100,-0.017579200,0.005065830,0.041522200,0.007391090,0.005470930,1749760807.384485960,-0.032868187,-0.025073792,-0.624965000,-0.624555627,-0.617384000,-0.000662854,-0.617798125,1.218810000,,,,,
1749760807.394476,-0.032332400,-0.025326500,-0.007369170,-0.020728600,0.005434480,0.041201500,0.004825890,0.004837580,1749760807.394475937,-0.032308031,-0.025357580,-0.625213000,-0.624618743,-0.617674000,-0.000961621,-0.618274932,1.218690000,,,,,
1749760807.404260,-0.031769300,-0.025481700,-0.007641820,-0.022527400,0.005751950,0.040550800,0.003006100,0.004368970,1749760807.404259920,-0.031739267,-0.025519098,-0.625455000,-0.624726782,-0.617950000,-0.001177740,-0.618686195,1.218580000,,,,,
1749760807.414556,-0.031306200,-0.025631300,-0.007911800,-0.024323400,0.006064980,0.039914300,0.000919141,0.003882770,1749760807.414556026,-0.031268979,-0.025676695,-0.625705000,-0.624807369,-0.618227000,-0.001450880,-0.619134172,1.218460000,,,,,
1749760807.424367,-0.031141200,-0.025786300,-0.008281570,-0.026312400,0.006573900,0.040669900,-0.000473059,0.003350570,1749760807.424366951,-0.031098767,-0.025837460,-0.625994000,-0.624976363,-0.618505000,-0.001643950,-0.619533267,1.218330000,,,,,
1749760807.434479,-0.030827700,-0.025891100,-0.008557130,-0.027747100,0.006988160,0.040721900,-0.000544517,0.002879010,1749760807.434478998,-0.030784703,-0.025942209,-0.626260000,-0.625232547,-0.618779000,-0.001659060,-0.619817151,1.218200000,,,,,
1749760807.444263,-0.030424000,-0.026040200,-0.008759470,-0.029194100,0.007536540,0.041693500,-0.000131636,0.002391320,1749760807.444262981,-0.030382179,-0.026088982,-0.626510000,-0.625515901,-0.619059000,-0.001604520,-0.620063451,1.218090000,,,,,
1749760807.454283,-0.029889500,-0.026143000,-0.008873830,-0.030463600,0.008094540,0.042664500,0.000871663,0.001914940,1749760807.454282999,-0.029851297,-0.026186613,-0.626736000,-0.625831055,-0.619334000,-0.001460080,-0.620248424,1.217990000,,,,,
1749760807.464374,-0.029307200,-0.026211500,-0.008967530,-0.031420500,0.008674320,0.043718600,0.001386650,0.001471280,1749760807.464374065,-0.029271091,-0.026251818,-0.626951000,-0.626097494,-0.619606000,-0.001376540,-0.620468436,1.217880000,,,,,
1749760807.474403,-0.028493700,-0.026208100,-0.008985590,-0.030513400,0.009031410,0.043167200,0.001833710,0.001288870,1749760807.474402905,-0.028459665,-0.026245055,-0.627125000,-0.626320052,-0.619867000,-0.001297730,-0.620680317,1.217790000,,,,,
1749760807.484411,-0.027572500,-0.026187700,-0.009009480,-0.029268700,0.009097120,0.040648300,0.001446080,0.001164560,1749760807.484411001,-0.027537496,-0.026224505,-0.627277000,-0.626448131,-0.620127000,-0.001335710,-0.620964307,1.217700000,,,,,
1749760807.494504,-0.026603900,-0.026170500,-0.009007100,-0.027892800,0.009017710,0.037303800,-0.000417273,0.001071760,1749760807.494503975,-0.026562204,-0.026212819,-0.627412000,-0.626423576,-0.620386000,-0.001591960,-0.621384028,1.217610000,,,,,
1749760807.504496,-0.025611200,-0.026220900,-0.008868040,-0.024520700,0.009078160,0.035152200,-0.002034680,0.001282750,1749760807.504496098,-0.025563144,-0.026267753,-0.627533000,-0.626395461,-0.620655000,-0.001831110,-0.621803041,1.217540000,,,,,
1749760807.514496,-0.024644400,-0.026256300,-0.008684500,-0.021707700,0.009436110,0.035196500,-0.003366040,0.001446220,1749760807.514496088,-0.024590658,-0.026306640,-0.627649000,-0.626377978,-0.620922000,-0.002044880,-0.622204168,1.217480000,,,,,
1749760807.524506,-0.023781200,-0.026317700,-0.008598510,-0.020015800,0.009878780,0.035820800,-0.004914140,0.001474940,1749760807.524506092,-0.023720515,-0.026372409,-0.627770000,-0.626337447,-0.621194000,-0.002303450,-0.622638388,1.217400000,,,,,
1749760807.534228,-0.022987700,-0.026240300,-0.008425070,-0.017744000,0.010321700,0.036403800,-0.005823690,0.001604830,1749760807.534228086,-0.022922429,-0.026297337,-0.627893000,-0.626346938,-0.621446000,-0.002484730,-0.623004225,1.217340000,,,,,
1749760807.544169,-0.022257600,-0.026148400,-0.008265730,-0.017081200,0.010786600,0.037098100,-0.006258080,0.001523690,1749760807.544168949,-0.022189380,-0.026206316,-0.628016000,-0.626393682,-0.621695000,-0.002606080,-0.623329547,1.217280000,,,,,
1749760807.554529,-0.021646100,-0.025996600,-0.007978000,-0.015711300,0.011169800,0.037182100,-0.005784380,0.001551890,1749760807.554528952,-0.021578440,-0.026052788,-0.628150000,-0.626530950,-0.621934000,-0.002599840,-0.623564986,1.217240000,,,,,
1749760807.564451,-0.020944400,-0.025901300,-0.007569020,-0.014438700,0.011455400,0.036588900,-0.007303490,0.001579670,1749760807.564450979,-0.020869760,-0.025961479,-0.628265000,-0.626471529,-0.622180000,-0.002878380,-0.623985806,1.217220000,,,,,
1749760807.574392,-0.019896900,-0.025825900,-0.007096020,-0.013633300,0.011409400,0.033753400,-0.008836960,0.001552290,1749760807.574392080,-0.019814823,-0.025888927,-0.628322000,-0.626343127,-0.622428000,-0.003174200,-0.624419281,1.217210000,,,,,
1749760807.584460,-0.018708000,-0.025738200,-0.006614480,-0.011607600,0.011268600,0.030460900,-0.010197600,0.001710260,1749760807.584460020,-0.018618828,-0.025802780,-0.628348000,-0.626189635,-0.622674000,-0.003460250,-0.624844509,1.217210000,,,,,
1749760807.594529,-0.017528000,-0.025578900,-0.006097680,-0.010415900,0.011070700,0.027002300,-0.011700700,0.001767310,1749760807.594528913,-0.017431172,-0.025644983,-0.628364000,-0.626004555,-0.622908000,-0.003780590,-0.625279129,1.217220000,,,,,
1749760807.604410,-0.016461000,-0.025530700,-0.005521910,-0.011770900,0.010740200,0.022869100,-0.012268600,0.001466290,1749760807.604409933,-0.016359255,-0.025596014,-0.628384000,-0.625898796,-0.623157000,-0.003980110,-0.625653095,1.217240000,,,,,
1749760807.614382,-0.015507900,-0.025601800,-0.004918000,-0.014259100,0.010481800,0.019515800,-0.012839600,0.000987094,1749760807.614382029,-0.015400601,-0.025666488,-0.628410000,-0.625795004,-0.623423000,-0.004185760,-0.626047904,1.217270000,,,,,
